city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Kanakpura Road,2,2,1,11,acept,not furnished,5040,12000,600,153,17793
Delhi,Preet Vihar,1,1,0,4,acept,furnished,2127,3600,588,48,6363
Bangalore,Kumaraswami Layout,3,2,1,-,not acept,not furnished,0,30000,0,453,30450
Delhi,devli export enclave,5,3,2,-,acept,not furnished,0,45000,3750,687,49440
Bangalore,Chandapura,2,2,1,11,acept,furnished,1692,5037,0,66,6795
Bangalore,Bannerghatta Road,3,3,3,11,acept,not furnished,5400,7500,963,96,13959
Kolkata,Mukundapur,3,2,2,3,not acept,not furnished,2646,6600,519,90,9855
Bangalore,Banashankari Stage VI,4,5,4,7,acept,not furnished,10800,18000,3450,231,32490
Delhi,Green Park,2,2,1,13,acept,not furnished,1500,3990,90,54,5634
Bangalore,Hebbal Kempapura,3,2,2,18,acept,not furnished,3000,10200,627,132,13959
Bangalore,Vishwapriya Layout,4,4,3,16,not acept,not furnished,3300,13500,1077,174,18051
Kolkata,Bansdroni,4,5,4,6,not acept,not furnished,10440,15000,2820,201,28461
Bangalore,Vijayanagar,1,1,1,4,acept,not furnished,2070,13194,600,168,16032
Bangalore,Padmanabhanagar,2,1,0,3,acept,not furnished,1770,6150,21,78,8019
Kolkata,Diamond Park,5,6,7,-,acept,furnished,0,24990,2619,411,28020
Mumbai,Bhandup West,3,1,1,3,acept,not furnished,1740,3720,207,57,5724
Mumbai,Ambernath East,2,2,1,2,acept,furnished,1935,6300,7830,93,16158
Bangalore,Koramangala,1,1,2,5,not acept,furnished,3939,13500,744,174,18357
Bangalore,8th Phase JP Nagar,2,2,1,5,not acept,furnished,2709,12000,900,153,15762
Kolkata,Barasat,8,5,8,-,acept,not furnished,0,15000,450,246,15696
Mumbai,Boisar,8,3,0,-,acept,not furnished,0,15300,750,273,16323
Chennai,Vettuvankeni,3,3,2,-,not acept,not furnished,1779,7650,711,117,10257
Kolkata,Garia,3,2,1,2,acept,not furnished,2160,5700,585,78,8523
Mumbai,Powai,1,1,1,1,not acept,furnished,1200,6600,0,99,7899
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2400,0,39,2439
Bangalore,7th Phase JP Nagar,2,1,1,2,not acept,furnished,3900,9000,501,117,13518
Bangalore,Hebbal,3,3,1,9,acept,not furnished,6000,19500,876,249,26625
Bangalore,Dodda Banaswadi,4,4,4,-,acept,not furnished,0,27540,3750,414,31710
Kolkata,Dum Dum,3,2,2,7,not acept,not furnished,3240,7500,1044,102,11886
Delhi,South Extension,3,3,1,1,acept,not furnished,6000,11400,900,147,18447
Bangalore,Thanisandra,4,3,3,6,acept,not furnished,7800,15000,3636,192,26628
Bangalore,Kannamangala,1,1,0,-,acept,not furnished,0,5160,0,66,5226
Bangalore,Mathikere,4,6,6,4,acept,not furnished,12738,19941,6705,255,39630
Bangalore,Thigalarapalya,4,5,3,12,acept,furnished,7860,8925,3552,114,20451
Bangalore,Thanisandra,2,3,1,10,acept,not furnished,5250,13500,0,174,18924
Kolkata,Ultadanga,1,1,0,9,not acept,not furnished,900,3000,300,42,4242
Bangalore,Yelahanka New Town,2,1,0,1,acept,not furnished,0,4800,0,63,4863
Chennai,Uthandi,3,3,2,6,acept,not furnished,4800,9900,750,126,15576
Mumbai,Byculla,3,4,3,-,acept,furnished,6900,30000,1251,534,38700
Bangalore,Kadugodi,1,1,1,8,acept,furnished,1500,9000,375,117,10992
Delhi,Jor bagh,3,2,0,4,acept,not furnished,3300,8250,414,108,12072
Kolkata,Lake Town,4,4,3,16,not acept,not furnished,5334,15600,1587,210,22731
Bangalore,Thanisandra,3,3,0,-,acept,not furnished,0,13500,213,204,13917
Mumbai,Oshiwara,3,1,0,3,acept,not furnished,1680,6300,252,93,8325
Bangalore,Akshaya Nagar,4,4,5,6,acept,not furnished,18000,30000,7752,381,56130
Mumbai,Parel,3,3,7,-,acept,furnished,0,10200,1047,183,11430
Chennai,Kolapakkam,3,2,0,-,acept,not furnished,0,4770,540,72,5382
Delhi,Jor bagh,3,1,1,7,acept,not furnished,3300,6000,270,78,9648
Chennai,Korattur,3,1,4,-,not acept,not furnished,0,8400,1002,129,9531
Delhi,laxmi nagar,2,2,0,1,not acept,furnished,2460,9150,516,120,12246
Bangalore,Sarjapur  Road,1,1,0,-,acept,not furnished,0,2790,180,42,3012
Mumbai,Thane,3,2,2,1,acept,not furnished,1800,7170,402,105,9477
Bangalore,Balagere,4,3,8,-,acept,not furnished,0,42000,525,633,43170
Kolkata,Behala,1,1,1,5,acept,not furnished,1500,4893,576,36,7005
Mumbai,Virar,1,1,1,1,not acept,not furnished,90,2280,0,36,2406
Delhi,Delhi Meerut Expressway,3,3,1,5,acept,furnished,6000,21000,1260,273,28533
Chennai,Perungudi,1,1,1,10,acept,not furnished,1650,1740,129,24,3543
Bangalore,Singasandra,1,1,1,3,acept,furnished,1602,8400,399,108,10509
Chennai,Adambakkam,2,1,1,5,acept,not furnished,1020,4200,171,54,5445
Mumbai,Goregaon East,1,1,1,3,acept,not furnished,1170,4170,162,63,5565
Delhi,Panchsheel Park,2,2,2,11,acept,not furnished,4350,18900,801,246,24297
Bangalore,ISRO Layout,3,5,3,3,acept,furnished,10014,25320,3669,180,39180
Bangalore,Rajaji Nagar,3,2,2,-,acept,not furnished,0,9900,324,150,10374
Bangalore,Kasavanhalli,2,2,1,1,acept,not furnished,3648,8100,3432,105,15285
Bangalore,Indira Nagar,2,2,1,11,acept,not furnished,2100,3750,450,48,6348
Bangalore,Dollars Colony,3,2,3,7,acept,not furnished,3300,13500,1875,174,18849
Kolkata,Rajpur Sonarpur,5,8,5,-,not acept,not furnished,0,21960,0,363,22323
Bangalore,Ejipura,5,4,6,-,acept,not furnished,0,21600,2001,327,23928
Bangalore,Vijayanagar,2,1,1,7,not acept,not furnished,1800,3600,180,48,5628
Delhi,Sector 5 Dwarka,4,4,2,-,acept,not furnished,6000,45000,2751,687,54450
Kolkata,Tagore Park,3,2,0,-,acept,not furnished,0,3600,885,60,4545
Mumbai,Mulund West,3,2,0,5,not acept,not furnished,1350,5070,258,75,6753
Kolkata,Behala,1,1,1,4,acept,not furnished,1521,8400,426,114,10461
Bangalore,Raja Rajeshwari Nagar,1,1,1,7,acept,not furnished,1140,6600,300,84,8124
Bangalore,Thanisandra,4,4,1,1,not acept,not furnished,9600,11400,2502,147,23649
Chennai,Kandigai,3,3,2,9,acept,furnished,6000,25500,1020,324,32850
Bangalore,Bellandur,2,3,2,9,acept,not furnished,6000,17700,1812,225,25737
Bangalore,Budigere,2,1,1,4,acept,not furnished,1878,3600,0,48,5526
Delhi,Chattarpur,1,1,1,12,not acept,furnished,5586,7200,369,30,13185
Delhi,Panchsheel Park,3,2,1,3,acept,not furnished,3183,7500,201,99,10983
Bangalore,Old Madras Road,3,4,3,4,acept,furnished,11100,22500,4413,288,38310
Bangalore,R.T. Nagar,3,3,3,-,acept,not furnished,300,7350,45,111,7806
Bangalore,9th Phase JP Nagar,2,1,0,6,acept,not furnished,1770,5370,0,69,7209
Bangalore,Ramagondanahalli,3,3,2,10,acept,not furnished,1917,8400,351,108,10776
Bangalore,Yelahanka,1,1,1,-,acept,not furnished,0,3600,0,57,3657
Bangalore,Naganathapura,3,3,3,1,not acept,not furnished,9300,19500,2502,249,31560
Bangalore,Sarjapur  Road,1,1,4,-,acept,not furnished,0,3900,126,60,4086
Bangalore,Electronics City Phase 1,3,3,2,-,acept,not furnished,0,13500,627,204,14331
Bangalore,KR Puram,2,1,1,4,acept,furnished,300,4590,0,60,4950
Delhi,Pitampura,1,1,1,5,acept,not furnished,1848,5700,327,75,7950
Chennai,Adyar,1,1,0,10,not acept,furnished,1740,2250,0,30,4020
Bangalore,Sarjapur  Road,3,1,1,8,acept,not furnished,1569,3300,0,42,4911
Kolkata,Baranagar,4,1,1,-,acept,not furnished,0,6450,0,108,6558
Delhi,Chattarpur,1,2,1,3,acept,not furnished,1200,2250,240,30,3720
Kolkata,Uttar Gauripur,4,4,3,8,acept,furnished,10500,26400,1377,354,38640
Chennai,Medavakkam,3,2,2,12,acept,not furnished,1680,7500,750,96,10026
Mumbai,Thane West,1,1,0,5,not acept,furnished,0,6000,0,90,6090
Chennai,Medavakkam,3,2,2,17,acept,not furnished,1680,7500,525,96,9801
Kolkata,Madurdaha Hussainpur,3,2,0,-,acept,not furnished,0,15000,960,246,16206
Bangalore,B Narayanapura,4,6,4,13,acept,furnished,10350,30480,0,387,41220
Bangalore,Hebbal,3,2,8,-,acept,not furnished,0,30000,0,453,30450
Mumbai,Dombivali,2,1,0,10,acept,not furnished,1800,3300,180,51,5331
Kolkata,New Alipore,2,1,1,6,not acept,not furnished,600,6000,198,81,6879
Chennai,Veppampatttu,1,1,0,6,acept,not furnished,1500,2400,90,33,4023
Chennai,Chromepet,3,3,2,12,acept,not furnished,3450,6900,624,90,11064
Mumbai,Andheri East,3,2,1,12,acept,not furnished,1500,4440,237,66,6243
Bangalore,Yelahanka New Town,3,1,1,9,acept,not furnished,900,4260,0,54,5214
Bangalore,Hosakerehalli,3,2,1,14,acept,not furnished,5142,15000,381,192,20715
Bangalore,Horamavu Agara,2,1,1,11,acept,not furnished,1050,7800,0,99,8949
Bangalore,Gottigere,1,1,0,9,acept,furnished,900,18000,51,231,19182
Kolkata,Ultadanga,1,1,1,8,acept,not furnished,591,4500,378,60,5529
Delhi,Preet Vihar,1,1,0,10,not acept,furnished,4800,14100,0,183,19083
Bangalore,Harlur,3,3,4,22,acept,not furnished,10614,36000,5925,459,53010
Kolkata,Tangra,2,1,1,1,not acept,not furnished,540,2550,0,36,3126
Delhi,Panchsheel Enclave,3,4,2,7,acept,furnished,3630,45000,1107,582,50310
Chennai,Pallikaranai,3,2,1,10,acept,not furnished,2100,5400,360,69,7929
Kolkata,Sovabazar,5,5,4,-,acept,furnished,0,28800,2001,474,31290
Bangalore,Hosakerehalli,4,2,0,9,acept,not furnished,3039,16500,426,210,20175
Delhi,Pitampura,1,1,0,11,acept,not furnished,1410,3300,0,45,4755
Bangalore,Kothanur,2,1,1,12,not acept,not furnished,2160,6030,213,78,8481
Bangalore,Kanakpura Road,2,2,1,1,acept,not furnished,1800,5580,0,72,7452
Bangalore,JP Nagar,5,2,1,-,acept,not furnished,0,24000,0,363,24363
Bangalore,Thigalarapalya,4,4,3,-,acept,furnished,0,14100,1125,213,15438
Bangalore,Old Madras Road,4,3,3,2,acept,not furnished,9780,22500,1650,288,34230
Bangalore,Sector 7 HSR Layout,3,2,1,13,acept,not furnished,3600,6600,900,84,11184
Delhi,Friends Colony,4,2,1,7,acept,furnished,6000,15000,1086,195,22281
Bangalore,Chikka Tirupathi,3,4,3,6,acept,not furnished,6600,40500,2442,516,50070
Mumbai,Kalyan,3,5,2,3,acept,furnished,2187,15840,1500,234,19761
Bangalore,Kogilu,1,1,0,6,acept,furnished,750,6900,126,90,7866
Chennai,Adyar,1,1,0,8,acept,not furnished,1269,1560,39,21,2889
Bangalore,Bannerghatta Road,2,1,1,-,acept,not furnished,0,4800,501,75,5376
Mumbai,Mira Road,1,1,0,2,acept,not furnished,831,1500,60,24,2415
Bangalore,7th Phase JP Nagar,2,1,1,14,acept,not furnished,810,4500,246,60,5616
Delhi,Kirti Nagar,3,2,0,7,acept,furnished,4380,9600,810,126,14916
Chennai,Manapakkam,2,3,3,16,acept,not furnished,4050,17700,501,225,22476
Bangalore,Kadubeesanahalli,4,4,3,19,acept,furnished,7500,27000,2751,345,37590
Bangalore,Murugeshpalya,3,5,4,18,acept,not furnished,6000,30000,2970,381,39360
Bangalore,Hebbal,4,3,3,-,not acept,not furnished,0,39000,2850,588,42450
Bangalore,Vidyaranyapura,4,2,8,-,not acept,not furnished,0,12000,1164,183,13347
Bangalore,Uttarahalli,3,2,1,-,acept,not furnished,2220,4500,450,60,7230
Bangalore,Harlur,3,4,3,3,acept,furnished,10800,14850,3000,189,28839
Bangalore,Kanakpura Road,1,1,0,2,acept,not furnished,210,3600,150,48,4008
Bangalore,Rajiv Nagar,4,5,5,20,not acept,not furnished,7500,12000,3000,87,22587
Bangalore,Marathahalli,5,5,4,-,acept,furnished,0,19500,1575,294,21369
Delhi,Malviya Nagar,2,2,0,2,acept,furnished,2160,4500,180,60,6900
Bangalore,Kodihalli,3,4,3,2,acept,not furnished,12975,15900,4563,204,33630
Bangalore,Shivaji Nagar,3,2,1,3,acept,not furnished,4371,16200,1077,207,21855
Bangalore,Harlur,3,5,3,14,acept,furnished,10500,32400,3750,411,47070
Chennai,Veppampatttu,1,2,1,11,not acept,furnished,5100,4500,552,60,10212
Bangalore,Jakkur Plantation,3,3,3,1,acept,not furnished,8067,5826,948,75,14916
Bangalore,Gottigere,1,1,0,8,acept,furnished,900,18000,51,231,19182
Bangalore,Panathur,2,2,0,-,acept,not furnished,0,5100,0,78,5178
Delhi,Green Park,1,1,1,8,acept,not furnished,1200,3300,27,45,4572
Bangalore,Ramagondanahalli,2,2,1,2,acept,not furnished,1680,8250,0,105,10035
Kolkata,New Town,3,2,1,4,acept,not furnished,1110,4800,339,66,6315
Bangalore,Frazer Town,3,3,4,-,acept,not furnished,0,20400,2898,309,23607
Kolkata,Anandapuri,3,2,2,-,not acept,not furnished,0,18300,606,303,19209
Mumbai,Chembur,1,1,1,8,not acept,furnished,1950,3150,102,48,5250
Bangalore,Bommanahalli,3,2,2,2,acept,not furnished,4200,5400,870,69,10539
Delhi,Greater kailash 1,1,1,0,1,acept,furnished,750,2250,0,30,3030
Chennai,Vanagaram,4,4,2,14,acept,not furnished,2700,9600,576,45,12921
Bangalore,A Narayanapura,4,6,4,13,acept,not furnished,10320,30000,4050,381,44760
Kolkata,Ballygunge,2,2,2,5,acept,not furnished,4095,11700,27,156,15978
Chennai,Navallur,3,3,2,11,acept,not furnished,2340,5100,501,66,8007
Mumbai,Airoli,2,1,0,1,acept,not furnished,900,5250,126,78,6354
Kolkata,Kasba,3,2,4,-,acept,not furnished,90,6300,435,105,6930
Chennai,Mahindra World City,3,3,2,7,not acept,not furnished,3000,7500,531,96,11127
Bangalore,Rachenahalli,2,2,1,14,acept,not furnished,1440,6300,264,81,8085
Bangalore,Hosur Road,3,2,2,1,acept,not furnished,4200,5280,1149,69,10698
Bangalore,Uttarahalli,2,2,1,7,acept,not furnished,4089,11100,288,141,15618
Delhi,Dwarka Mor,2,1,1,7,acept,not furnished,2187,2700,366,36,5289
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Kolkata,Garia,3,2,2,1,not acept,furnished,1200,7500,378,102,9180
Bangalore,Electronics City Phase 1,3,2,1,1,acept,not furnished,555,23079,669,348,24651
Bangalore,Old Madras Road,4,3,3,-,acept,not furnished,0,32700,1176,492,34380
Bangalore,Chandapura,2,1,1,1,acept,not furnished,1740,7800,171,99,9810
Bangalore,Thanisandra,3,4,2,13,acept,not furnished,5700,21000,2031,267,28998
Bangalore,Electronics City Phase 1,3,3,2,3,acept,not furnished,6600,31500,1515,402,40020
Kolkata,Lake Town,3,2,0,-,acept,not furnished,0,6447,0,108,6555
Delhi,Saket,1,1,0,10,acept,not furnished,2550,3300,180,45,6075
Delhi,Lajpat Nagar IV,2,2,1,2,acept,not furnished,2700,8550,888,111,12249
Mumbai,Dombivali,2,1,0,3,acept,not furnished,780,2640,114,39,3573
Delhi,Saket,1,1,0,-,not acept,not furnished,1200,2700,300,36,4236
Kolkata,North Dumdum,4,4,2,4,acept,not furnished,750,10500,744,141,12135
Kolkata,Dhakuria,2,1,0,2,acept,furnished,495,3000,81,42,3618
Kolkata,Picnic Garden,3,2,1,3,acept,not furnished,750,4350,219,60,5379
Delhi,Vasant Kunj,4,2,0,4,acept,furnished,1704,5700,165,75,7644
Bangalore,8th Phase JP Nagar,2,1,0,7,acept,not furnished,1848,3600,195,48,5691
Chennai,GST Road,3,2,3,-,acept,not furnished,0,10500,225,159,10884
Chennai,Perumbakkam,2,1,1,3,acept,not furnished,960,5400,216,69,6645
Mumbai,Sector 19 Kharghar,4,2,4,-,acept,furnished,0,15000,1065,267,16332
Mumbai,Sanpada,3,2,2,15,acept,not furnished,2526,7200,351,108,10185
Bangalore,Varthur,3,1,1,7,not acept,not furnished,1200,4800,75,63,6138
Bangalore,AECS Layout,1,1,0,1,acept,not furnished,0,8100,15,105,8220
Bangalore,Hulimavu,1,1,0,25,acept,not furnished,1155,6300,120,81,7656
Bangalore,Frazer Town,5,7,5,-,acept,not furnished,0,15600,465,237,16302
Bangalore,Whitefield,2,3,0,-,not acept,not furnished,0,5220,252,81,5553
Delhi,Patel Nagar,4,3,1,8,acept,not furnished,6519,22500,1398,291,30720
Bangalore,Bannerghatta Road,3,2,1,-,acept,not furnished,0,5400,327,84,5811
Chennai,Kolathur,3,2,1,1,acept,not furnished,1200,5100,0,66,6366
Kolkata,Garia,2,2,1,4,acept,not furnished,2100,3210,300,45,5655
Bangalore,Bisuvanahalli,3,3,8,-,acept,not furnished,0,16500,1716,249,18465
Bangalore,Anekal,3,2,2,2,acept,not furnished,3900,14400,750,183,19233
Bangalore,Uttarahalli,2,1,0,-,acept,not furnished,0,4317,156,66,4539
Chennai,Oragadam,2,1,1,2,acept,not furnished,1647,2550,228,33,4458
Bangalore,Sarjapur  Road,2,1,1,1,not acept,furnished,2109,14880,1041,189,18219
Bangalore,Jalahalli,2,2,2,4,acept,furnished,3900,13500,1320,174,18894
Mumbai,Dombivali,2,2,0,9,not acept,not furnished,1308,4050,150,60,5568
Bangalore,Brookefield,3,2,2,5,acept,furnished,2262,13500,615,174,16551
Delhi,Sector 23 Rohini,1,1,0,3,acept,not furnished,975,3600,78,48,4701
Bangalore,Subramanyapura,3,2,1,3,not acept,furnished,2223,6525,555,84,9387
Kolkata,Behala,1,1,0,-,not acept,not furnished,225,2400,150,42,2817
Kolkata,Phool Bagan,4,4,4,5,acept,not furnished,7824,15000,2388,201,25413
Kolkata,Santoshpur,3,2,2,1,not acept,not furnished,1350,4200,360,57,5967
Chennai,Mudichur,1,1,0,3,not acept,not furnished,600,3060,0,12,3672
Bangalore,Hosakerehalli,3,2,1,10,acept,not furnished,3000,10965,720,141,14826
Kolkata,New Town,3,2,2,1,acept,not furnished,1662,5700,684,78,8124
Kolkata,Narendrapur,4,3,2,4,acept,not furnished,0,9750,0,132,9882
Mumbai,Kharghar,2,1,1,-,not acept,not furnished,0,2850,102,51,3003
Bangalore,Ananth Nagar,3,2,3,1,acept,not furnished,3750,5700,1656,75,11181
Bangalore,Banashankari Stage III,2,2,3,-,acept,not furnished,0,7800,399,120,8319
Bangalore,Kengeri Satellite Town,1,1,1,26,acept,not furnished,1416,6900,177,90,8583
Bangalore,Sarjapur,1,1,0,4,acept,furnished,1806,5400,390,69,7665
Mumbai,Mulund East,2,2,2,10,acept,not furnished,2010,7500,474,111,10095
Mumbai,Badlapur,3,2,0,2,acept,not furnished,1224,6300,252,93,7869
Bangalore,Dasanapura,3,2,2,5,acept,not furnished,5652,11400,1554,147,18753
Bangalore,Green Glen Layout,3,2,2,1,acept,not furnished,3300,4800,627,63,8790
Chennai,Mangadu,3,2,1,11,acept,not furnished,3180,6600,603,84,10467
Delhi,Noida,3,3,2,6,acept,not furnished,3948,9000,1512,117,14577
Bangalore,R.T. Nagar,3,2,2,-,acept,not furnished,0,5100,15,78,5193
Bangalore,Byrasandra,3,3,4,4,acept,furnished,14733,30750,7410,390,53280
Mumbai,Kharghar,2,1,0,3,acept,not furnished,870,2310,135,36,3351
Bangalore,Jeevan bima nagar,4,5,5,18,acept,furnished,9300,37500,5250,477,52530
Kolkata,Rajarhat,3,3,2,6,acept,not furnished,3900,4800,630,39,9369
Kolkata,New Town,2,1,1,6,acept,not furnished,1110,3300,309,45,4764
Chennai,Padur,2,2,1,4,acept,not furnished,2025,3930,237,51,6243
Mumbai,Ulwe,2,1,0,3,acept,furnished,1050,3375,75,51,4551
Bangalore,Horamavu Banaswadi,3,4,4,6,acept,not furnished,8577,18000,2595,231,29403
Mumbai,Chembur,2,1,0,-,acept,not furnished,1080,3450,45,51,4626
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2610,0,36,2646
Bangalore,Anjanapura,3,3,4,19,acept,not furnished,3900,14700,2175,189,20964
Kolkata,Phool Bagan,4,2,4,-,acept,not furnished,0,11970,450,198,12618
Bangalore,7th Phase JP Nagar,1,1,1,8,not acept,not furnished,1767,7047,0,24,8838
Chennai,Kelambakkam,2,1,1,2,acept,not furnished,1359,2247,132,30,3768
Bangalore,Hosa Road,1,1,0,-,not acept,furnished,159,3552,159,54,3924
Mumbai,Kharghar,2,2,1,6,acept,not furnished,1818,3240,264,48,5370
Bangalore,Thubarahalli,2,3,1,1,acept,furnished,2706,21030,501,267,24504
Bangalore,Marathahalli,5,5,4,8,acept,not furnished,9600,14376,4500,183,28659
Bangalore,Domlur,2,2,1,12,not acept,not furnished,3900,25200,879,321,30300
Chennai,Thiruninravur,1,1,0,1,not acept,not furnished,1104,2040,45,27,3216
Bangalore,Ramamurthy Nagar,2,3,2,6,not acept,not furnished,1497,7500,210,96,9303
Chennai,Injambakkam,3,3,2,8,acept,not furnished,4800,7500,975,96,13371
Bangalore,Haralur Road,3,3,1,9,acept,not furnished,5100,39000,915,495,45510
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2550,27,33,2610
Mumbai,Ville Parle East,3,2,1,5,acept,not furnished,3600,7500,510,111,11721
Bangalore,Bommanahalli,2,2,0,3,not acept,not furnished,1950,4800,15,63,6828
Chennai,Sholinganallur,2,3,0,1,not acept,furnished,2814,5820,0,75,8709
Mumbai,Bandra West,1,1,1,4,acept,furnished,1050,6900,417,102,8469
Chennai,Urapakkam,1,1,1,3,acept,furnished,2190,9000,177,117,11484
Bangalore,5th Phase JP Nagar,1,1,1,11,not acept,furnished,1860,8400,0,108,10368
Mumbai,Seawoods,2,2,0,7,acept,furnished,1980,7560,339,111,9990
Kolkata,Madurdaha Near Ruby Hospital On EM Bypass,3,3,1,1,not acept,not furnished,960,3900,327,54,5241
Bangalore,KR Puram,1,1,0,1,not acept,not furnished,420,2310,0,30,2760
Mumbai,Kharghar,2,2,0,3,acept,not furnished,1200,3255,165,48,4668
Bangalore,Banashankari,4,5,2,-,acept,furnished,0,45000,2001,678,47670
Delhi,Sarvodaya Enclave,1,1,0,10,acept,furnished,1920,5820,195,75,8010
Bangalore,Byatarayanapura,4,5,6,-,acept,not furnished,0,33000,2301,498,35790
Delhi,Sector 1 Dwarka,4,2,1,2,acept,not furnished,5436,17700,1185,231,24552
Delhi,Sarita Vihar,2,1,0,3,not acept,not furnished,810,4800,0,63,5673
Kolkata,Kamarhati on BT Road,3,2,1,1,acept,not furnished,804,5400,423,72,6699
Kolkata,south dum dum,2,2,1,5,acept,not furnished,1200,2997,297,42,4536
Bangalore,Yeshwanthpur,6,4,3,-,acept,not furnished,0,11997,6750,183,18930
Kolkata,New Town,3,1,1,3,acept,not furnished,540,2940,0,42,3522
Bangalore,Bannerghatta Road,3,2,2,23,not acept,not furnished,2166,13500,714,174,16554
Bangalore,Electronic City,1,2,2,1,acept,furnished,7032,21000,2271,267,30570
Bangalore,Yeshwanthpur,6,6,8,15,acept,furnished,9000,13005,5250,165,27420
Bangalore,Kasavanhalli,2,2,0,13,acept,not furnished,1992,8070,0,105,10167
Bangalore,8th Phase JP Nagar,1,2,1,3,acept,furnished,2550,12300,348,156,15354
Chennai,Madambakkam,3,2,2,2,acept,not furnished,1971,5100,219,66,7356
Bangalore,Babusapalaya,2,2,2,8,acept,furnished,3000,13500,402,174,17076
Bangalore,Begur Road,3,3,3,-,acept,not furnished,0,11100,972,168,12240
Kolkata,New Alipore,1,1,0,8,acept,not furnished,1020,2850,165,39,4074
Delhi,New Friends Colony,2,2,1,5,not acept,furnished,7500,25500,1875,330,35220
Kolkata,Barrackpore,1,1,0,6,not acept,not furnished,1260,3150,237,42,4689
Bangalore,Yeshwanthpur,3,3,2,-,not acept,not furnished,0,36000,0,543,36540
Bangalore,Basavangudi,3,2,0,2,acept,furnished,1479,3750,234,48,5511
Bangalore,Bommasandra,4,3,2,1,acept,not furnished,4932,14400,1500,183,21015
Kolkata,Ballygunge Place East,5,4,2,-,acept,not furnished,0,27000,1938,444,29382
Bangalore,Sarjapur  Road,1,1,1,8,not acept,furnished,2400,9330,600,120,12450
Bangalore,Haralur Road,3,2,0,3,acept,not furnished,2145,5100,630,66,7941
