Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Gram,Kharif     ,Andhra Pradesh,100.0,100,1048.3,9880.0,29.0,1.0
Horse-gram,Kharif     ,Andhra Pradesh,19100.0,7900,1048.3,1887080.0,5539.0,0.44
Other  Rabi pulses,Rabi       ,Andhra Pradesh,3500.0,600,1048.3,345800.0,1015.0,0.145
Other Kharif pulses,Kharif     ,Andhra Pradesh,9700.0,2100,1048.3,958360.0,2813.0,0.189090909
Ragi,Rabi       ,Andhra Pradesh,15400.0,31200,1048.3,1521520.0,4466.0,1.966363636
Small millets,Kharif     ,Andhra Pradesh,3300.0,2200,1048.3,326040.0,957.0,0.71
Wheat,Rabi       ,Andhra Pradesh,11500.0,6400,1048.3,1136200.0,3335.0,0.468888889
Black pepper,Whole Year ,Tamil Nadu,2633.0,520,1077.1,260140.4,763.57,0.212222222
Cardamom,Whole Year ,Tamil Nadu,4197.0,311,1077.1,414663.6,1217.13,0.07875
Castor seed,Whole Year ,Tamil Nadu,42634.0,14626,1077.1,4212239.2,12363.86,0.347647059
Garlic,Whole Year ,Tamil Nadu,2015.0,10629,1077.1,199082.0,584.35,5.474285714
Gram,Rabi       ,Tamil Nadu,7620.0,6348,1077.1,752856.0,2209.8,0.843333333
Mesta,Kharif     ,Tamil Nadu,383.0,1790,1077.1,37840.4,111.07,4.675
Rapeseed &Mustard,Whole Year ,Tamil Nadu,555.0,136,1077.1,54834.0,160.95,0.26
Sannhamp,Whole Year ,Tamil Nadu,2558.0,1865,1077.1,252730.4,741.82,0.755
Sunflower,Kharif     ,Tamil Nadu,25114.0,24686,1077.1,2481263.2,7283.06,1.02875
Tobacco,Whole Year ,Tamil Nadu,5775.0,8678,1077.1,570570.0,1674.75,1.409090909
Turmeric,Whole Year ,Tamil Nadu,21657.0,126569,1077.1,2139711.6,6280.53,6.06
Black pepper,Whole Year ,Karnataka,6633.0,16012,1203.8,703960.29,1790.91,2.285833333
Cardamom,Whole Year ,Karnataka,20049.0,1141,1203.8,2127800.37,5413.23,0.06
Castor seed,Kharif     ,Karnataka,25544.0,19710,1203.8,2710984.72,6896.88,0.768181818
Coriander,Whole Year ,Karnataka,12091.0,1871,1203.8,1283217.83,3264.57,0.136190476
Garlic,Whole Year ,Karnataka,4991.0,3702,1203.8,529694.83,1347.57,1.442941176
Jowar,Summer     ,Karnataka,8514.0,19161,1203.8,903590.82,2298.78,2.122666667
Linseed,Rabi       ,Karnataka,20710.0,6985,1203.8,2197952.3,5591.7,0.323571429
Maize,Summer     ,Karnataka,13197.0,23878,1203.8,1400597.61,3563.19,1.786666667
Mesta,Kharif     ,Karnataka,3179.0,4391,1203.8,337387.27,858.33,2.045714286
Moong(Green Gram),Rabi       ,Karnataka,15414.0,3835,1203.8,1635887.82,4161.78,0.294117647
Niger seed,Kharif     ,Karnataka,44000.0,8040,1203.8,4669720.0,11880.0,0.213478261
Ragi,Summer     ,Karnataka,15784.0,31533,1203.8,1675155.92,4261.68,1.857692308
Rapeseed &Mustard,Rabi       ,Karnataka,6409.0,1756,1203.8,680187.17,1730.43,0.262941176
Sannhamp,Whole Year ,Karnataka,346.0,87,1203.8,36720.98,93.42,0.398333333
Sunflower,Summer     ,Karnataka,30245.0,17032,1203.8,3209901.85,8166.15,0.592857143
Sweet potato,Whole Year ,Karnataka,2833.0,21648,1203.8,300666.29,764.91,6.267857143
Turmeric,Whole Year ,Karnataka,6704.0,29203,1203.8,711495.52,1810.08,4.19
Urad,Rabi       ,Karnataka,5468.0,2035,1203.8,580318.84,1476.36,0.37625
Black pepper,Whole Year ,Tamil Nadu,563.0,122,922.8,59751.19,152.01,0.167142857
Cardamom,Whole Year ,Tamil Nadu,1213.0,112,922.8,128735.69,327.51,0.094
Castor seed,Kharif     ,Tamil Nadu,36034.0,11843,922.8,3824288.42,9729.18,0.351666667
Coriander,Whole Year ,Tamil Nadu,24030.0,5500,922.8,2550303.9,6488.1,0.234090909
Garlic,Whole Year ,Tamil Nadu,543.0,3145,922.8,57628.59,146.61,5.8
Gram,Rabi       ,Tamil Nadu,8283.0,5374,922.8,879074.79,2236.41,0.514615385
Mesta,Kharif     ,Tamil Nadu,59.0,273,922.8,6261.67,15.93,4.526
Rapeseed &Mustard,Rabi       ,Tamil Nadu,631.0,152,922.8,66968.03,170.37,0.206666667
Sannhamp,Whole Year ,Tamil Nadu,7263.0,5298,922.8,770822.19,1961.01,0.73375
Sunflower,Kharif     ,Tamil Nadu,22994.0,21913,922.8,2440353.22,6208.38,0.999583333
Tobacco,Whole Year ,Tamil Nadu,5992.0,9369,922.8,635930.96,1617.84,1.476363636
Turmeric,Whole Year ,Tamil Nadu,28325.0,149977,922.8,3006132.25,7647.75,5.419130435
Black pepper,Whole Year ,Tamil Nadu,1640.0,449,971.1,160998.8,426.4,0.184285714
Cardamom,Whole Year ,Tamil Nadu,2144.0,204,971.1,210476.48,557.44,0.078
Castor seed,Kharif     ,Tamil Nadu,38930.0,12658,971.1,3821758.1,10121.8,0.334736842
Coriander,Whole Year ,Tamil Nadu,19170.0,4132,971.1,1881918.9,4984.2,0.2365
Garlic,Whole Year ,Tamil Nadu,601.0,3516,971.1,59000.17,156.26,5.74
Gram,Rabi       ,Tamil Nadu,5688.0,3514,971.1,558390.96,1478.88,0.546153846
Mesta,Kharif     ,Tamil Nadu,134.0,594,971.1,13154.78,34.84,3.683333333
Rapeseed &Mustard,Rabi       ,Tamil Nadu,753.0,185,971.1,73922.01,195.78,0.228
Sannhamp,Whole Year ,Tamil Nadu,10538.0,7681,971.1,1034515.46,2739.88,0.725625
Sunflower,Kharif     ,Tamil Nadu,13345.0,14389,971.1,1310078.65,3469.7,1.040434783
Tobacco,Whole Year ,Tamil Nadu,5926.0,9225,971.1,581755.42,1540.76,1.527
Turmeric,Whole Year ,Tamil Nadu,28675.0,149252,971.1,2815024.75,7455.5,5.306086957
Sunflower,Kharif     ,Tamil Nadu,6607.0,8530,481.3,674772.91,1717.82,1.323
Bajra,Rabi       ,Karnataka,271.0,215,860.8,25655.57,67.75,0.79
Bajra,Summer     ,Karnataka,442.0,381,860.8,41844.14,110.5,0.88
Black pepper,Whole Year ,Karnataka,10414.0,23178,860.8,985893.38,2603.5,2.213076923
Cardamom,Whole Year ,Karnataka,19405.0,1103,860.8,1837071.35,4851.25,0.062857143
Castor seed,Kharif     ,Karnataka,16991.0,15693,860.8,1608537.97,4247.75,0.893333333
Coriander,Whole Year ,Karnataka,7685.0,1114,860.8,727538.95,1921.25,0.1235
Garlic,Whole Year ,Karnataka,5344.0,3983,860.8,505916.48,1336.0,1.382
Jowar,Summer     ,Karnataka,9316.0,15398,860.8,881945.72,2329.0,1.619375
Linseed,Rabi       ,Karnataka,17401.0,6118,860.8,1647352.67,4350.25,0.342857143
Maize,Summer     ,Karnataka,11330.0,28584,860.8,1072611.1,2832.5,2.472173913
Mesta,Kharif     ,Karnataka,3119.0,4182,860.8,295275.73,779.75,2.035714286
Moong(Green Gram),Rabi       ,Karnataka,10484.0,1831,860.8,992520.28,2621.0,0.171764706
Niger seed,Kharif     ,Karnataka,29281.0,5602,860.8,2772032.27,7320.25,0.213913043
Other  Rabi pulses,Rabi       ,Karnataka,40653.0,4715,860.8,3848619.51,10163.25,0.120384615
Potato,Whole Year ,Karnataka,50645.0,149282,860.8,4794562.15,12661.25,5.757142857
Ragi,Summer     ,Karnataka,6929.0,7952,860.8,655968.43,1732.25,1.149166667
Rapeseed &Mustard,Rabi       ,Karnataka,4270.0,1134,860.8,404240.9,1067.5,0.215789474
Rice,Rabi       ,Karnataka,50456.0,102312,860.8,4776669.52,12614.0,2.000666667
Sannhamp,Whole Year ,Karnataka,404.0,100,860.8,38246.68,101.0,0.235
Sunflower,Summer     ,Karnataka,35073.0,21327,860.8,3320360.91,8768.25,0.637727273
Sweet potato,Whole Year ,Karnataka,3390.0,26917,860.8,320931.3,847.5,6.286
Turmeric,Whole Year ,Karnataka,6596.0,28603,860.8,624443.32,1649.0,4.04952381
Urad,Rabi       ,Karnataka,16084.0,1895,860.8,1522672.28,4021.0,0.118571429
Arhar/Tur,Rabi       ,Andhra Pradesh,8452.0,3792,781.8,915689.68,1774.92,0.485
Bajra,Rabi       ,Andhra Pradesh,10128.0,6712,781.8,1097267.52,2126.88,0.661818182
Coriander,Whole Year ,Andhra Pradesh,23981.0,9314,781.8,2598101.54,5036.01,0.516470588
Dry chillies,Rabi       ,Andhra Pradesh,50419.0,148939,781.8,5462394.46,10587.99,3.148636364
Garlic,Whole Year ,Andhra Pradesh,552.0,0,781.8,59803.68,115.92,0.0
Ginger,Whole Year ,Andhra Pradesh,1873.0,10906,781.8,202920.82,393.33,5.2775
Gram,Kharif     ,Andhra Pradesh,111.0,98,781.8,12025.74,23.31,0.885
Horse-gram,Kharif     ,Andhra Pradesh,10077.0,4552,781.8,1091742.18,2116.17,0.433
Horse-gram,Rabi       ,Andhra Pradesh,56470.0,21003,781.8,6117959.8,11858.7,0.338571429
Linseed,Rabi       ,Andhra Pradesh,4181.0,467,781.8,452969.54,878.01,0.126666667
Niger seed,Kharif     ,Andhra Pradesh,15640.0,6101,781.8,1694437.6,3284.4,0.425
Other  Rabi pulses,Rabi       ,Andhra Pradesh,17609.0,4724,781.8,1907759.06,3697.89,0.256470588
Other Kharif pulses,Kharif     ,Andhra Pradesh,16234.0,4193,781.8,1758791.56,3409.14,0.268
Ragi,Rabi       ,Andhra Pradesh,7924.0,14276,781.8,858486.16,1664.04,1.823076923
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,3623.0,904,781.8,392515.82,760.83,0.201666667
Safflower,Rabi       ,Andhra Pradesh,19007.0,8288,781.8,2059218.38,3991.47,0.353636364
Sesamum,Rabi       ,Andhra Pradesh,39827.0,13803,781.8,4314857.18,8363.67,0.3595
Small millets,Kharif     ,Andhra Pradesh,47209.0,23108,781.8,5114623.06,9913.89,0.503636364
Small millets,Rabi       ,Andhra Pradesh,515.0,257,781.8,55795.1,108.15,0.502
Wheat,Rabi       ,Andhra Pradesh,9174.0,4605,781.8,993911.16,1926.54,0.387272727
Bajra,Kharif     ,Andhra Pradesh,60000.0,81000,1004.2,8004000.0,9600.0,1.391538462
Bajra,Rabi       ,Andhra Pradesh,14000.0,11000,1004.2,1867600.0,2240.0,0.9175
Dry chillies,Rabi       ,Andhra Pradesh,49000.0,133000,1004.2,6536600.0,7840.0,2.566111111
Horse-gram,Kharif     ,Andhra Pradesh,7000.0,4000,1004.2,933800.0,1120.0,0.585
Horse-gram,Rabi       ,Andhra Pradesh,43000.0,21000,1004.2,5736200.0,6880.0,0.486363636
Other  Rabi pulses,Rabi       ,Andhra Pradesh,3000.0,4000,1004.2,400200.0,480.0,1.25
Other Kharif pulses,Kharif     ,Andhra Pradesh,6000.0,3000,1004.2,800400.0,960.0,0.5
Ragi,Kharif     ,Andhra Pradesh,48000.0,59000,1004.2,6403200.0,7680.0,1.445714286
Ragi,Rabi       ,Andhra Pradesh,7000.0,8000,1004.2,933800.0,1120.0,1.1
Sesamum,Rabi       ,Andhra Pradesh,31000.0,8000,1004.2,4135400.0,4960.0,0.244545455
Small millets,Kharif     ,Andhra Pradesh,35000.0,22000,1004.2,4669000.0,5600.0,0.727142857
Wheat,Rabi       ,Andhra Pradesh,8000.0,8000,1004.2,1067200.0,1280.0,1.0
Arhar/Tur,Kharif     ,Tamil Nadu,35751.0,23669,1095.2,5938598.61,8580.24,0.688928571
Castor seed,Kharif     ,Tamil Nadu,5972.0,1711,1095.2,992008.92,1433.28,0.5676
Gram,Rabi       ,Tamil Nadu,7296.0,4936,1095.2,1211938.56,1751.04,0.538181818
Horse-gram,Kharif     ,Tamil Nadu,47320.0,21729,1095.2,7860325.2,11356.8,0.444615385
Sesamum,Whole Year ,Tamil Nadu,48189.0,25387,1095.2,8004674.79,11565.36,0.499310345
Sunflower,Kharif     ,Tamil Nadu,8718.0,10036,1095.2,1448146.98,2092.32,1.258518519
Castor seed,Kharif     ,Tamil Nadu,12174.0,1750,706.8,1835839.2,3773.94,0.153333333
Gram,Rabi       ,Tamil Nadu,7036.0,4531,706.8,1061028.8,2181.16,0.48
Sesamum,Whole Year ,Tamil Nadu,33181.0,17179,706.8,5003694.8,10286.11,0.477241379
Sunflower,Kharif     ,Tamil Nadu,10782.0,11374,706.8,1625925.6,3342.42,1.1364
Arhar/Tur,Rabi       ,Telangana,1398.0,922,1348.7,201997.02,377.46,0.61
Bajra,Kharif     ,Telangana,4281.0,4033,1348.7,618561.69,1155.87,0.964
Bajra,Rabi       ,Telangana,8937.0,8419,1348.7,1291307.13,2412.99,0.97
Cashewnut,Kharif     ,Telangana,4235.0,2710,1348.7,611915.15,1143.45,0.635
Castor seed,Rabi       ,Telangana,1358.0,964,1348.7,196217.42,366.66,0.713333333
Coriander,Whole Year ,Telangana,1378.0,978,1348.7,199107.22,372.06,0.701428571
Cowpea(Lobia),Kharif     ,Telangana,2162.0,1209,1348.7,312387.38,583.74,0.515
Cowpea(Lobia),Rabi       ,Telangana,8572.0,6669,1348.7,1238568.28,2314.44,0.75
Dry chillies,Rabi       ,Telangana,24557.0,107792,1348.7,3548240.93,6630.39,4.40625
Ginger,Rabi       ,Telangana,4.0,26,1348.7,577.96,1.08,6.5
Gram,Kharif     ,Telangana,54.0,73,1348.7,7802.46,14.58,1.35
Groundnut,Kharif     ,Telangana,21394.0,32071,1348.7,3091219.06,5776.38,1.25875
Horse-gram,Kharif     ,Telangana,507.0,315,1348.7,73256.43,136.89,0.61
Horse-gram,Rabi       ,Telangana,2437.0,1165,1348.7,352122.13,657.99,0.481428571
Jowar,Rabi       ,Telangana,36331.0,32017,1348.7,5249466.19,9809.37,0.906666667
Linseed,Rabi       ,Telangana,229.0,112,1348.7,33088.21,61.83,0.49
Masoor,Rabi       ,Telangana,382.0,196,1348.7,55195.18,103.14,0.51
Moong(Green Gram),Rabi       ,Telangana,12516.0,11549,1348.7,1808436.84,3379.32,0.9325
Other  Rabi pulses,Rabi       ,Telangana,467.0,660,1348.7,67476.83,126.09,1.315
Other Kharif pulses,Kharif     ,Telangana,346.0,109,1348.7,49993.54,93.42,0.37
Ragi,Kharif     ,Telangana,1204.0,1727,1348.7,173965.96,325.08,1.593333333
Ragi,Rabi       ,Telangana,511.0,794,1348.7,73834.39,137.97,1.55
Rapeseed &Mustard,Rabi       ,Telangana,843.0,644,1348.7,121805.07,227.61,0.834
Safflower,Rabi       ,Telangana,7867.0,5573,1348.7,1136702.83,2124.09,0.75
Sesamum,Kharif     ,Telangana,5713.0,1300,1348.7,825471.37,1542.51,0.242857143
Sesamum,Rabi       ,Telangana,18484.0,7410,1348.7,2670753.16,4990.68,0.392857143
Small millets,Kharif     ,Telangana,882.0,665,1348.7,127440.18,238.14,0.75
Soyabean,Rabi       ,Telangana,14.0,23,1348.7,2022.86,3.78,1.65
Sunflower,Kharif     ,Telangana,2040.0,1750,1348.7,294759.6,550.8,0.846666667
Sunflower,Rabi       ,Telangana,17580.0,16867,1348.7,2540134.2,4746.6,1.084444444
Tobacco,Kharif     ,Telangana,2218.0,3889,1348.7,320478.82,598.86,3.106666667
Tobacco,Rabi       ,Telangana,3839.0,9718,1348.7,554697.11,1036.53,2.968333333
Urad,Kharif     ,Telangana,32090.0,26377,1348.7,4636684.1,8664.3,0.83125
Urad,Rabi       ,Telangana,9473.0,9028,1348.7,1368753.77,2557.71,0.912857143
Wheat,Rabi       ,Telangana,7039.0,4366,1348.7,1017065.11,1900.53,0.74
Arhar/Tur,Rabi       ,Telangana,878.0,614,746.4,132542.88,289.74,0.528571429
Bajra,Kharif     ,Telangana,1975.0,1851,746.4,298146.0,651.75,0.848
Bajra,Rabi       ,Telangana,9243.0,8659,746.4,1395323.28,3050.19,0.923333333
Cashewnut,Kharif     ,Telangana,4089.0,2290,746.4,617275.44,1349.37,0.57
Castor seed,Rabi       ,Telangana,1000.0,576,746.4,150960.0,330.0,0.5025
Coriander,Whole Year ,Telangana,1597.0,382,746.4,241083.12,527.01,0.241428571
Cowpea(Lobia),Kharif     ,Telangana,1642.0,1511,746.4,247876.32,541.86,0.94
Cowpea(Lobia),Rabi       ,Telangana,8538.0,8385,746.4,1288896.48,2817.54,0.97
Dry chillies,Rabi       ,Telangana,17789.0,72937,746.4,2685427.44,5870.37,4.2025
Groundnut,Kharif     ,Telangana,12402.0,21533,746.4,1872205.92,4092.66,1.36125
Horse-gram,Kharif     ,Telangana,529.0,274,746.4,79857.84,174.57,0.51
Horse-gram,Rabi       ,Telangana,1778.0,679,746.4,268406.88,586.74,0.39375
Jowar,Rabi       ,Telangana,36385.0,36271,746.4,5492679.6,12007.05,0.974444444
Linseed,Rabi       ,Telangana,45.0,18,746.4,6793.2,14.85,0.4
Masoor,Rabi       ,Telangana,54.0,21,746.4,8151.84,17.82,0.39
Moong(Green Gram),Rabi       ,Telangana,17504.0,10306,746.4,2642403.84,5776.32,0.59625
Other  Rabi pulses,Rabi       ,Telangana,107.0,141,746.4,16152.72,35.31,1.11
Other Kharif pulses,Kharif     ,Telangana,146.0,75,746.4,22040.16,48.18,0.603333333
Ragi,Kharif     ,Telangana,1196.0,1333,746.4,180548.16,394.68,1.38
Ragi,Rabi       ,Telangana,331.0,415,746.4,49967.76,109.23,1.2675
Rapeseed &Mustard,Rabi       ,Telangana,2254.0,3962,746.4,340263.84,743.82,1.62
Safflower,Rabi       ,Telangana,4155.0,3100,746.4,627238.8,1371.15,0.752
Sesamum,Kharif     ,Telangana,5480.0,1087,746.4,827260.8,1808.4,0.20125
Sesamum,Rabi       ,Telangana,18324.0,8565,746.4,2766191.04,6046.92,0.421428571
Small millets,Kharif     ,Telangana,134.0,85,746.4,20228.64,44.22,0.63
Soyabean,Rabi       ,Telangana,122.0,165,746.4,18417.12,40.26,1.185
Sunflower,Kharif     ,Telangana,1369.0,1395,746.4,206664.24,451.77,1.013333333
Sunflower,Rabi       ,Telangana,17002.0,24272,746.4,2566621.92,5610.66,1.321111111
Tobacco,Kharif     ,Telangana,1534.0,3466,746.4,231572.64,506.22,3.016666667
Tobacco,Rabi       ,Telangana,4551.0,12509,746.4,687018.96,1501.83,2.82125
Urad,Kharif     ,Telangana,19851.0,13022,746.4,2996706.96,6550.83,0.66875
Urad,Rabi       ,Telangana,8164.0,3316,746.4,1232437.44,2694.12,0.41
Wheat,Rabi       ,Telangana,5828.0,6929,746.4,879794.88,1923.24,1.156
Arhar/Tur,Rabi       ,Telangana,1415.0,937,747.9,223442.65,466.95,0.5225
Bajra,Kharif     ,Telangana,1632.0,1531,747.9,257709.12,538.56,0.882
Bajra,Rabi       ,Telangana,4268.0,4003,747.9,673959.88,1408.44,0.864
Cashewnut,Kharif     ,Telangana,3036.0,2146,747.9,479414.76,1001.88,0.71
Castor seed,Rabi       ,Telangana,601.0,213,747.9,94903.91,198.33,0.338
Coriander,Kharif     ,Telangana,11.0,8,747.9,1737.01,3.63,0.73
Coriander,Rabi       ,Telangana,998.0,382,747.9,157594.18,329.34,0.402857143
Cowpea(Lobia),Kharif     ,Telangana,2167.0,1135,747.9,342190.97,715.11,0.511666667
Cowpea(Lobia),Rabi       ,Telangana,6021.0,16132,747.9,950776.11,1986.93,2.523333333
Dry chillies,Rabi       ,Telangana,16409.0,44857,747.9,2591145.19,5414.97,2.717777778
Garlic,Rabi       ,Telangana,285.0,1009,747.9,45004.35,94.05,3.5225
Ginger,Kharif     ,Telangana,1822.0,11862,747.9,287712.02,601.26,5.5225
Ginger,Rabi       ,Telangana,6.0,39,747.9,947.46,1.98,6.5
Groundnut,Kharif     ,Telangana,13470.0,21503,747.9,2127047.7,4445.1,1.348333333
Horse-gram,Kharif     ,Telangana,510.0,110,747.9,80534.1,168.3,0.22
Horse-gram,Rabi       ,Telangana,1530.0,684,747.9,241602.3,504.9,0.418888889
Jowar,Rabi       ,Telangana,31197.0,25176,747.9,4926318.27,10295.01,0.867777778
Linseed,Rabi       ,Telangana,7.0,3,747.9,1105.37,2.31,0.43
Masoor,Rabi       ,Telangana,46.0,16,747.9,7263.86,15.18,0.35
Other  Rabi pulses,Rabi       ,Telangana,54.0,21,747.9,8527.14,17.82,0.305
Other Kharif pulses,Kharif     ,Telangana,100.0,37,747.9,15791.0,33.0,0.343333333
Ragi,Kharif     ,Telangana,742.0,404,747.9,117169.22,244.86,0.666666667
Ragi,Rabi       ,Telangana,178.0,110,747.9,28107.98,58.74,0.663333333
Rapeseed &Mustard,Rabi       ,Telangana,1365.0,1665,747.9,215547.15,450.45,1.023333333
Safflower,Rabi       ,Telangana,3855.0,2581,747.9,608743.05,1272.15,0.806
Sesamum,Kharif     ,Telangana,4012.0,148,747.9,633534.92,1323.96,0.068571429
Sesamum,Rabi       ,Telangana,9865.0,2770,747.9,1557782.15,3255.45,0.242857143
Small millets,Kharif     ,Telangana,1246.0,993,747.9,196755.86,411.18,0.8
Small millets,Rabi       ,Telangana,64.0,51,747.9,10106.24,21.12,0.8
Soyabean,Rabi       ,Telangana,394.0,420,747.9,62216.54,130.02,1.055
Sunflower,Kharif     ,Telangana,910.0,828,747.9,143698.1,300.3,0.91
Sunflower,Rabi       ,Telangana,10637.0,12502,747.9,1679688.67,3510.21,1.076666667
Tobacco,Kharif     ,Telangana,1512.0,3702,747.9,238759.92,498.96,3.676666667
Tobacco,Rabi       ,Telangana,4279.0,11455,747.9,675696.89,1412.07,3.42625
Urad,Kharif     ,Telangana,23955.0,11111,747.9,3782734.05,7905.15,0.485
Urad,Rabi       ,Telangana,8126.0,6400,747.9,1283176.66,2681.58,0.77
Wheat,Rabi       ,Telangana,4952.0,16902,747.9,781970.32,1634.16,2.9475
Arhar/Tur,Rabi       ,Telangana,1289.0,1118,942.6,197539.25,451.15,0.728235294
Bajra,Kharif     ,Telangana,3134.0,2723,942.6,480285.5,1096.9,0.89
Bajra,Rabi       ,Telangana,13563.0,11791,942.6,2078529.75,4747.05,0.87875
Cashewnut,Kharif     ,Telangana,1841.0,773,942.6,282133.25,644.35,0.395
Castor seed,Rabi       ,Telangana,466.0,272,942.6,71414.5,163.1,0.521666667
Coriander,Kharif     ,Telangana,46.0,20,942.6,7049.5,16.1,0.575
Coriander,Rabi       ,Telangana,1899.0,1212,942.6,291021.75,664.65,0.627
Cowpea(Lobia),Kharif     ,Telangana,1058.0,647,942.6,162138.5,370.3,0.55
Cowpea(Lobia),Rabi       ,Telangana,4900.0,5230,942.6,750925.0,1715.0,1.1
Dry chillies,Rabi       ,Telangana,14653.0,81224,942.6,2245572.25,5128.55,5.504347826
Garlic,Rabi       ,Telangana,191.0,451,942.6,29270.75,66.85,2.74
Groundnut,Kharif     ,Telangana,26674.0,51597,942.6,4087790.5,9335.9,2.272380952
Horse-gram,Kharif     ,Telangana,353.0,135,942.6,54097.25,123.55,0.395714286
Horse-gram,Rabi       ,Telangana,1310.0,500,942.6,200757.5,458.5,0.360625
Jowar,Rabi       ,Telangana,27810.0,33101,942.6,4261882.5,9733.5,1.1768
Moong(Green Gram),Rabi       ,Telangana,11023.0,9955,942.6,1689274.75,3858.05,0.90962963
Ragi,Kharif     ,Telangana,838.0,971,942.6,128423.5,293.3,1.094285714
Ragi,Rabi       ,Telangana,296.0,341,942.6,45362.0,103.6,1.1075
Safflower,Kharif     ,Telangana,5.0,5,942.6,766.25,1.75,1.0
Safflower,Rabi       ,Telangana,4364.0,2892,942.6,668783.0,1527.4,0.731111111
Sesamum,Kharif     ,Telangana,3268.0,438,942.6,500821.0,1143.8,0.150555556
Sesamum,Rabi       ,Telangana,17626.0,14161,942.6,2701184.5,6169.1,0.807272727
Small millets,Kharif     ,Telangana,851.0,799,942.6,130415.75,297.85,0.943333333
Small millets,Rabi       ,Telangana,1.0,1,942.6,153.25,0.35,1.0
Soyabean,Rabi       ,Telangana,33.0,32,942.6,5057.25,11.55,0.985
Sunflower,Kharif     ,Telangana,951.0,719,942.6,145740.75,332.85,0.862
Sunflower,Rabi       ,Telangana,4941.0,8865,942.6,757208.25,1729.35,1.781428571
Tobacco,Kharif     ,Telangana,2599.0,7080,942.6,398296.75,909.65,3.134
Tobacco,Rabi       ,Telangana,4005.0,11833,942.6,613766.25,1401.75,3.896923077
Turmeric,Rabi       ,Telangana,9.0,54,942.6,1379.25,3.15,6.0
Urad,Rabi       ,Telangana,10903.0,9010,942.6,1670884.75,3816.05,0.820416667
Wheat,Rabi       ,Telangana,5409.0,7413,942.6,828929.25,1893.15,1.223571429
Arhar/Tur,Rabi       ,Telangana,338.0,244,815.7,53214.72,128.44,0.793636364
Bajra,Kharif     ,Telangana,944.0,998,815.7,148623.36,358.72,1.01
Bajra,Rabi       ,Telangana,7818.0,8261,815.7,1230865.92,2970.84,0.99
Cashewnut,Kharif     ,Telangana,1578.0,478,815.7,248440.32,599.64,0.2925
Castor seed,Kharif     ,Telangana,27876.0,26131,815.7,4388797.44,10592.88,0.93
Castor seed,Rabi       ,Telangana,294.0,281,815.7,46287.36,111.72,0.92375
Coriander,Kharif     ,Telangana,16.0,5,815.7,2519.04,6.08,0.6
Coriander,Rabi       ,Telangana,1204.0,997,815.7,189557.76,457.52,0.85625
Cowpea(Lobia),Kharif     ,Telangana,1524.0,1545,815.7,239938.56,579.12,0.985625
Cowpea(Lobia),Rabi       ,Telangana,3985.0,5192,815.7,627398.4,1514.3,1.31173913
Dry chillies,Rabi       ,Telangana,10660.0,61858,815.7,1678310.4,4050.8,5.780625
Garlic,Rabi       ,Telangana,189.0,265,815.7,29756.16,71.82,1.391666667
Ginger,Kharif     ,Telangana,1840.0,12982,815.7,289689.6,699.2,5.628
Gram,Kharif     ,Telangana,1.0,1,815.7,157.44,0.38,1.0
Groundnut,Kharif     ,Telangana,21006.0,45965,815.7,3307184.64,7982.28,2.104
Horse-gram,Kharif     ,Telangana,237.0,0,815.7,37313.28,90.06,0.0
Horse-gram,Rabi       ,Telangana,963.0,0,815.7,151614.72,365.94,0.0
Jowar,Rabi       ,Telangana,24174.0,32672,815.7,3805954.56,9186.12,1.34625
Moong(Green Gram),Rabi       ,Telangana,6880.0,5723,815.7,1083187.2,2614.4,0.835416667
Ragi,Kharif     ,Telangana,1181.0,1355,815.7,185936.64,448.78,1.18
Ragi,Rabi       ,Telangana,274.0,300,815.7,43138.56,104.12,1.185
Safflower,Rabi       ,Telangana,3862.0,2189,815.7,608033.28,1467.56,0.60625
Sesamum,Kharif     ,Telangana,1072.0,252,815.7,168775.68,407.36,0.217857143
Sesamum,Rabi       ,Telangana,15236.0,8672,815.7,2398755.84,5789.68,0.576086957
Small millets,Kharif     ,Telangana,288.0,382,815.7,45342.72,109.44,1.33
Sunflower,Kharif     ,Telangana,411.0,871,815.7,64707.84,156.18,1.98
Sunflower,Rabi       ,Telangana,3242.0,6924,815.7,510420.48,1231.96,2.028888889
Tobacco,Kharif     ,Telangana,651.0,1871,815.7,102493.44,247.38,3.32
Tobacco,Rabi       ,Telangana,3460.0,10646,815.7,544742.4,1314.8,3.88
Urad,Kharif     ,Telangana,32181.0,25976,815.7,5066576.64,12228.78,0.813333333
Urad,Rabi       ,Telangana,6298.0,5537,815.7,991557.12,2393.24,0.899130435
Wheat,Kharif     ,Telangana,2.0,2,815.7,314.88,0.76,1.0
Wheat,Rabi       ,Telangana,4156.0,5771,815.7,654320.64,1579.28,1.429
Arhar/Tur,Rabi       ,Telangana,360.0,221,1350.3,58392.0,126.0,0.675384615
Bajra,Kharif     ,Telangana,519.0,258,1350.3,84181.8,181.65,0.455714286
Bajra,Rabi       ,Telangana,7459.0,3706,1350.3,1209849.8,2610.65,0.25
Cashewnut,Kharif     ,Telangana,1509.0,371,1350.3,244759.8,528.15,0.246666667
Castor seed,Kharif     ,Telangana,19489.0,14853,1350.3,3161115.8,6821.15,0.724
